Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
Angels in the Outfield,24795,31000000,50236831,7.536,102,5.962,369
Fever Pitch,11431,30000000,50500000,10.047,104,6.215,605
Chalet Girl,58232,8000000,1749457,10.17,96,6.416,586
Two for the Money,9910,35000000,30526509,7.907,122,6.049,542
Days of Thunder,2119,60000000,157920733,16.158,107,6.35,1253
The Waterboy,10663,23000000,185991646,17.24,90,6.043,1569
Bring It On,1588,28000000,90449929,21.296,98,6.232,1508
Rookie of the Year,21845,31000000,56500758,13.033,103,6.154,285
D2: The Mighty Ducks,11164,0,45610410,7.305,106,6.207,518
The Karate Kid Part II,8856,13000000,115103979,23.071,113,6.265,1881
Fired Up!,17927,20000000,18599102,12.283,90,6.134,553
Undisputed,15070,20000000,14946150,26.516,96,6.55,609
Speed Racer,7459,120000000,93945766,13.895,135,6.232,1337
Ice Princess,13374,25000000,27645491,10.016,98,6.394,814
Leatherheads,4942,58000000,41299492,7.328,114,5.8,393
The Fan,9566,55000000,18626419,9.148,116,5.928,668
Nacho Libre,9353,35000000,99255460,31.136,92,6.352,1365
Over the Top,1825,25000000,16057580,15.411,93,6.347,1441
The Ringer,9927,0,40442437,7.694,94,5.734,282
Semi-Pro,13260,0,33472850,10.253,91,5.61,681
Goal II: Living the Dream,9815,10000000,7864905,19.118,115,5.98,586
Blue Crush,9266,25000000,51842679,11.97,104,6.0,468
Planes,151960,50000000,219788712,27.117,91,5.9,1489
Playing for Keeps,77875,35000000,0,8.534,106,5.6,616
Kicking & Screaming,9981,45000000,56070433,10.403,95,5.8,560
Major League II,11067,25000000,30626182,8.114,105,5.733,273
The Benchwarmers,9957,0,0,12.89,85,5.859,768
Fighting,17336,0,32474120,11.759,105,5.884,593
D3: The Mighty Ducks,10680,0,22955097,8.797,104,5.983,390
Rocky V,1375,42000000,119946358,29.73,104,5.769,2791
Point Break,1089,24000000,83531958,20.218,122,7.123,3067
The Karate Kid Part III,10495,12500000,38956288,15.959,112,5.915,1363
Balls of Fury,9750,0,41098065,7.607,90,5.196,453
Snow Dogs,11888,35000000,81000000,11.347,99,5.639,659
Mr. Woodcock,13257,22000000,33683200,7.385,87,5.022,386
Tooth Fairy,23023,48000000,112462508,20.751,101,5.474,1810
Herbie Fully Loaded,11451,50000000,144146816,21.733,100,5.697,2065
Driven,520016,0,147172,12.435,113,6.301,173
Space Jam: A New Legacy,379686,161900000,162892228,66.033,115,6.886,3587
The Next Karate Kid,11231,12000000,15876353,16.046,107,5.338,887
The Love Guru,12177,62000000,40854735,10.088,87,4.176,629
Spy Kids 4: All the Time in the World,56288,27000000,85564310,19.165,89,4.693,867
Rollerball,11484,0,30000000,9.118,125,6.274,418
Liger,787163,17610180,0,4.821,138,4.818,11
Aynabaji,418325,405606,246840,2.443,144,7.7,40
Inception,27205,160000000,825532764,81.758,148,8.362,33626
The Silence of the Lambs,274,19000000,272742922,9.605,119,8.346,14471
Se7en,807,33000000,327311859,39.407,127,8.367,18709
The Departed,1422,90000000,291465000,27.717,151,8.166,13369
Lï¿½on,578672,0,0,5.737,107,5.6,29
Kaithi,587030,0,0,9.607,147,7.5,78
Joker,475557,55000000,1074458282,60.258,122,8.172,22656
Oldeuboi,670,3000000,15194593,20.916,120,8.268,7437
The Dark Knight Rises,49026,250000000,1081041287,56.826,165,7.775,20767
Memento,77,9000000,39723096,24.105,113,8.19,13256
Idi i smotri,25237,0,168817,14.375,142,8.296,1134
The Lives of Others,582,2000000,70000000,14.458,137,8.039,3198
Witness for the Prosecution,37257,3000000,9000000,17.353,116,8.223,1138
Tengoku to jigoku,910691,0,0,0.6,88,0.0,0
Drishyam 2,1029827,0,0,9.287,142,8.014,36
Reservoir Dogs,500,1200000,2859750,30.621,99,8.14,12901
Drishyam 2,1029827,0,0,9.287,142,8.014,36
Kantara,858485,1934000,60447800,9.223,147,7.538,53
Vertigo,426,2479000,7797728,28.756,128,8.193,5043
North by Northwest,213,4000000,13275000,15.268,136,7.992,3581
Double Indemnity,996,927262,2500000,10.876,107,8.145,1531
Vikram,578060,0,0,1.188,173,7.0,1
K.G.F: Chapter 2,587412,13000000,90410749,14.383,168,7.649,101
Ratsasan,412862,0,0,9.285,170,7.579,114
Drishyam,352173,0,0,10.292,163,7.778,327
Shutter Island,11324,80000000,294800000,38.892,138,8.197,21630
Jurassic Park,329,63000000,920100000,22.218,127,7.935,14668
No Country for Old Men,6977,25000000,171627166,26.217,122,7.935,10607
The Sixth Sense,745,40000000,672806292,25.674,107,7.944,10405
Kill Bill: Vol. 1,24,30000000,180906076,30.601,111,7.971,15744
Die Hard,562,28000000,140767956,36.701,131,7.766,9882
V for Vendetta,752,54000000,132511035,33.562,132,7.898,13191
L.A. Confidential,2118,35000000,126216940,17.942,138,7.784,4291
Chinatown,829,6000000,30000000,18.788,130,7.925,3296
El secreto de sus ojos,25376,2000000,33965843,16.34,130,7.996,2207
The Great Escape,5925,4000000,11744471,20.079,173,7.942,2173
Tumbbad,538858,0,0,10.367,113,7.563,189
Gangs of Wasseypur,117691,1400000,4100000,10.322,160,7.158,306
Drishyam,352173,0,0,10.292,163,7.778,327
Dial M for Murder,521,1400000,3000000,11.244,105,8.028,2223
Andhadhun,534780,4500000,40000000,8.748,139,7.654,403
Vikram Vedha,432139,0,0,8.169,147,7.386,145
Z,623520,0,0,7.681,83,6.153,183
Le salaire de la peur,204,0,0,9.607,153,8.031,745
K.G.F: Chapter 1,564147,0,0,13.673,156,7.506,163
Prisoners,146233,46000000,122126687,32.911,153,8.079,10265
Gone Girl,210577,61000000,369330363,44.368,149,7.892,16904
Mad Max: Fury Road,76341,150000000,378858340,55.516,121,7.574,20486
Ah-ga-ssi,290098,8575000,38600000,32.361,145,8.248,3114
Jaws,578,7000000,470653000,35.992,124,7.654,9135
Fargo,275,7000000,60611975,14.39,98,7.87,7016
Logan,263115,97000000,619021436,46.086,137,7.814,17714
Room,264644,13000000,35401758,17.254,118,8.036,8480
Salinui chueok,11423,2800000,26000000,21.911,131,8.063,3156
Relatos salvajes,265195,4000000,27007072,13.199,122,7.858,2937
Amores perros,55,2000000,20908467,20.754,154,7.622,2243
On the Waterfront,654,910000,9600000,10.166,108,7.967,1335
The Third Man,1092,0,1226098,12.076,104,7.968,1573
Persona,797,0,0,13.867,83,8.253,1816
Rebecca,223,1288000,6000000,11.215,130,7.909,1491
Les diaboliques,827,0,0,9.445,117,7.88,797
Major,411404,0,0,1.252,91,7.7,3
Article 15,597089,0,0,6.288,130,7.6,122
Pink,158346,0,0,0.618,82,5.0,8
Sholay,12259,408000,4800000,9.794,204,7.0,224
Talvar,353464,0,0,6.95,132,7.493,136
Du rififi chez les hommes,934,200000,460000,7.748,118,7.863,460
A Wednesday,19703,1400000,3500000,7.446,103,6.987,264
The Tashkent Files,594673,0,0,4.804,144,7.632,38
Eskiya,26900,0,0,4.317,128,7.396,265
Kahaani,82825,1200000,16000000,6.281,122,7.16,259
Sarfarosh,989407,0,0,0.6,0,0.0,0
Thuppakki,143010,11000000,28000000,6.539,165,7.112,76
Blade Runner 2049,335984,150000000,259239658,57.307,164,7.5,11799
Black Swan,44214,13000000,329398046,26.064,108,7.665,13216
Donnie Darko,141,6000000,7500000,22.879,114,7.783,11181
Casino Royale,36557,150000000,599045960,28.777,144,7.533,9692
The Imitation Game,205596,14000000,233555708,34.526,113,8.011,15563
Sin City,187,40000000,158733820,21.868,124,7.437,7319
Twelve Monkeys,63,29000000,168841459,29.919,129,7.596,7442
Dog Day Afternoon,968,1800000,46665856,15.154,125,7.831,2547
JFK,820,40000000,205405498,16.498,189,7.6,1778
Contratiempo,411088,4000000,30000000,33.059,107,8.125,4079
Blood Diamond,1372,100000000,171720398,26.511,143,7.527,6796
Kill Bill: Vol. 2,393,30000000,152159461,24.48,136,7.877,12576
Akira,149,10000000,553171,29.671,124,7.95,3524
The Bourne Ultimatum,2503,70000000,442824138,22.607,115,7.416,6909
What Ever Happened to Baby Jane?,10242,980000,0,9.365,135,7.947,901
High Noon,288,730000,8000000,13.198,85,7.705,1219
WolfWalkers,441130,12000000,1266570,17.346,103,8.295,936
The Night of the Hunter,3112,795000,0,10.864,93,7.876,1304
Mou gaan dou,11647,125000,3208262,10.768,119,7.217,338
Tropa de Elite,7347,4000000,14759148,42.284,115,8.068,2033
Das Cabinet des Dr. Caligari,234,18000,8811,13.167,78,7.959,1305
Touch of Evil,1480,829000,2247500,11.426,111,7.774,1231
Out of the Past,678,0,0,11.097,97,7.642,479
Sleuth,993,3500000,5750000,9.242,138,7.704,515
Haider,280795,7000000,11500000,8.943,150,7.125,196
Tropa de Elite 2: O Inimigo Agora ï¿½ Outro,47931,0,63027681,23.435,115,7.826,1622
Sanjuro,11712,0,0,6.163,96,7.972,497
Karthikeya 2,894762,0,10384945,4.152,145,7.0,16
Special Chabbis,165904,7100000,18000000,6.738,144,7.328,166
The Blue Elephant,16285,0,0,4.55,79,6.8,15
Nefes: Vatan Sagolsun,27957,2000000,13500000,4.184,128,7.092,103
1 - Nenokkadine,249772,0,0,3.07,176,6.23,63
Knives Out,546554,40000000,309232797,52.251,131,7.853,10661
In Bruges,8321,15000000,34533783,17.092,108,7.475,4483
In the Heat of the Night,10633,2000000,27379978,17.79,109,7.687,867
Mulholland Dr.,185789,0,0,5.685,88,7.85,419
True Romance,319,12500000,12600000,18.631,120,7.5,2348
Children of Men,9693,76000000,70595464,23.196,109,7.603,6290
Mystic River,322,25000000,156822020,20.6,138,7.746,5782
The Bourne Identity,2501,60000000,214034224,29.1,119,7.453,8339
District 9,17654,30000000,210819611,31.687,112,7.414,8473
X-Men: Days of Future Past,127585,250000000,747862775,44.389,132,7.522,14113
Carlito's Way,6075,30000000,63848322,14.252,144,7.828,2754
All the President's Men,891,8500000,70600000,12.862,138,7.678,1549
Charade,4808,4000000,13475000,11.38,113,7.693,1167
The Big Sleep,910,1600000,4900000,11.858,114,7.65,868
Manbiki kazoku,505192,0,0,12.388,120,7.9,1754
Serbuan maut 2: Berandal,180299,4500000,6566916,19.741,150,7.636,2061
The Manchurian Candidate,982,2200000,7700000,13.006,126,7.602,579
Notorious,14410,0,43051547,14.345,122,6.946,619
Rope,1580,1500000,2200000,11.635,81,7.965,2290
Strangers on a Train,845,1200000,7000000,11.128,101,7.705,1399
The Killing,247,320000,0,9.913,85,7.684,1269
Arsenic and Old Lace,212,1120175,0,7.945,118,7.6,783
In a Lonely Place,17057,0,0,10.487,94,7.6,464
Nueve reinas,18079,1300000,12413888,10.141,114,7.758,589
Bronenosets Potemkin,643,0,45100,13.71,75,7.641,996
Le cercle rouge,11657,0,0,9.233,140,7.619,528
The Big Heat,14580,0,0,7.678,89,7.68,415
Baby,314389,0,0,7.579,160,6.8,143
Vishwaroopam,117319,17000000,51000000,4.123,147,6.158,76
The Batman,414906,185000000,770945583,202.554,177,7.712,7889
Dunkirk,374720,0,527000000,26.56,107,7.459,15006
Apocalypto,1579,40000000,120654337,62.451,139,7.547,4850
The Hateful Eight,273248,44000000,155760117,30.938,188,7.744,12938
Crash,1640,6500000,98410061,18.688,112,7.236,3086
Nightcrawler,242582,8500000,50300000,42.904,118,7.701,9759
Thirteen Lives,698948,55000000,0,25.466,147,7.941,964
Captain America: The Winter Soldier,100402,170000000,714766572,38.439,136,7.675,17258
Taken,8681,25000000,226830568,44.606,94,7.383,10136
The Girl with the Dragon Tattoo,65754,90000000,232617430,21.784,158,7.357,6282
Hot Fuzz,4638,12000000,80573774,20.447,121,7.546,6705
Ang-ma-reul bo-at-da,49797,0,0,19.711,144,7.798,2134
Skyfall,37724,200000000,0,39.343,143,7.222,14201
The Fugitive,5503,44000000,368875760,25.347,131,7.457,3673
The Untouchables,117,25000000,76270454,17.386,119,7.768,5015
Misery,1700,20000000,61276872,16.036,107,7.755,4014
Gattaca,782,36000000,12532777,18.507,106,7.55,5583
The King of Comedy,262,20000000,2536000,15.64,109,7.796,1911
Serenity,16320,39000000,38869464,14.64,119,7.37,3105
Captain Phillips,109424,55000000,218791811,14.355,134,7.6,6236
The Conversation,592,1600000,4420000,11.646,113,7.539,1432
Night of the Living Dead,19185,4200000,5835247,16.568,88,6.8,724
La migliore offerta,152742,13500000,19255873,9.1,131,7.838,2586
The Insider,9008,90000000,60289912,11.063,158,7.473,1572
Dawn of the Dead,924,26000000,102278712,30.712,101,7.0,3459
Changeling,3580,55000000,113020255,17.341,141,7.6,3761
Mississippi Burning,1632,15000000,34604000,14.751,128,7.677,1405
Madeo,822845,0,0,0.6,62,0.0,0
Gaslight,13528,2068000,0,12.294,114,7.53,387
Chugyeokja,13855,120456666,0,11.911,125,7.787,1105
Frankenstein,3035,291000,12000000,13.814,70,7.511,1321
To Have and Have Not,22584,0,3650000,7.864,100,7.5,434
Shadow of a Doubt,21734,0,0,14.818,108,7.53,861
The Day of the Jackal,4909,0,16056255,13.744,143,7.531,453
The Lady Vanishes,940,0,0,8.819,96,7.495,773
The Asphalt Jungle,16958,1232000,0,9.081,112,7.544,396
Dip huet seung hung,10835,0,2350174,8.808,110,7.656,636
Badla,904789,0,0,0.6,112,0.0,0
Bir Zamanlar Anadolu'da,74879,0,138730,6.943,157,7.46,400
Get Out,419430,4500000,255407969,52.431,104,7.6,15595
Mission: Impossible - Fallout,353081,178000000,791657398,42.346,147,7.401,7129
Wind River,395834,11000000,44998252,30.509,107,7.429,4578
A Few Good Men,881,40000000,243240178,21.009,138,7.518,3047
Ex Machina,264660,15000000,36869414,34.896,108,7.569,12064
Primal Fear,1592,30000000,102616183,23.497,129,7.649,2892
Saving Private Ryan,857,70000000,481840909,63.753,169,8.208,14157
Apocalypse Now,28,31500000,150000000,27.985,147,8.281,7195
The Pianist,423,35000000,120072577,34.323,150,8.384,8028
Hotaru no haka,76826,0,0,9.57,148,7.831,83
Braveheart,197,72000000,213216216,29.945,178,7.93,9070
Idi i smotri,25237,0,168817,14.375,142,8.296,1134
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,1800000,9523464,19.893,95,8.1,4929
Das Boot,387,14000000,85000000,18.329,150,8.077,1892
Paths of Glory,975,935000,0,13.324,88,8.277,2448
Shershaah,599925,0,0,10.769,135,7.246,59
Inglourious Basterds,16869,70000000,321457747,52.953,153,8.214,20131
Full Metal Jacket,600,30000000,46357676,27.6,117,8.14,9357
Lawrence of Arabia,947,15000000,69995385,22.615,228,7.977,2560
Judgment at Nuremberg,821,3000000,10000000,13.687,179,8.044,643
Ayla: The Daughter of War,472454,4172781,0,9.958,125,8.128,313
1917,530915,100000000,394638258,37.803,119,7.986,10973
Pan's Labyrinth,1417,19000000,83258226,35.503,118,7.752,9614
Gone with the Wind,770,4000000,402352579,24.526,238,7.978,3562
Der Untergang,613,18339750,92180910,19.015,156,7.8,3330
The Great Escape,5925,4000000,11744471,20.079,173,7.942,2173
Ran,635736,0,0,0.6,20,0.0,0
The Bridge on the River Kwai,826,3000000,44908000,13.862,161,7.822,1762
To Be or Not to Be,198,1200000,1500000,8.886,99,7.902,579
Uri: The Surgical Strike,554600,0,0,8.871,138,7.092,168
Dag II,427008,670000,11378898,10.009,135,7.5,149
Dara iz Jasenovca,733740,0,0,4.044,130,7.543,70
Hacksaw Ridge,324786,40000000,175302354,125.531,139,8.192,12210
All Quiet on the Western Front,49046,20000000,0,186.545,147,7.769,2620
The Deer Hunter,11778,15000000,50000000,14.519,183,8.007,3255
Platoon,792,6000000,138530565,27.676,120,7.7,3922
Barry Lyndon,3175,11000000,198992,12.988,185,8.013,2438
Hotel Rwanda,205,17500000,38000000,12.491,121,7.71,2509
The Best Years of Our Lives,887,2100000,23650000,9.585,171,7.845,528
The Message,26842,10000000,15000000,8.188,178,7.307,288
La battaglia di Algeri,17295,800000,964028,9.279,121,7.911,609
Underground,80195,0,0,2.753,83,4.6,22
The General,961,750000,1000000,9.157,79,8.007,1029
Mandariinid,238628,0,0,6.125,87,7.671,430
La Grande Illusion,777,0,0,8.583,114,7.842,573
The Imitation Game,205596,14000000,233555708,34.526,113,8.011,15563
"Quo vadis, Aida?",728118,0,0,9.683,104,7.582,281
Stalag 17,632,1661530,0,8.72,120,7.725,501
Persepolis,2011,7300000,0,11.914,95,7.919,1696
Au revoir les enfants,1786,0,0,6.962,105,7.5,553
Ivanovo detstvo,31442,0,0,9.102,95,7.901,593
Nefes: Vatan Sagolsun,27957,2000000,13500000,4.184,128,7.092,103
Edge of Tomorrow,137113,178000000,370541256,31.722,114,7.6,12459
Jojo Rabbit,515001,14000000,82468705,58.07,108,8.056,8381
Doctor Zhivago,907,11000000,111858363,16.929,200,7.554,976
Spartacus,967,12000000,60000000,32.013,197,7.55,1853
Letters from Iwo Jima,1251,19000000,68673228,13.865,141,7.459,1777
Patton,11202,12000000,89800000,10.362,172,7.501,922
Kagemusha,11953,6000000,4000000,11.989,180,7.8,545
Bronenosets Potemkin,643,0,45100,13.71,75,7.641,996
No Man's Land,34379,8000000,2877571,7.654,106,6.1,81
Im Westen nichts Neues,49046,20000000,0,186.545,147,7.769,2620
Dunkirk,374720,0,527000000,26.56,107,7.459,15006
Atonement,4347,30000000,131016624,16.695,123,7.657,3695
Glory,9665,18000000,26828365,18.545,122,7.485,1357
The Killing Fields,625,14400000,34700291,9.545,142,7.506,618
The Man Who Would Be King,983,8000000,12678,11.535,129,7.497,526
To Have and Have Not,22584,0,3650000,7.864,100,7.5,434
Under sandet,335578,5070773,0,9.827,100,7.821,1253
Black Hawk Down,855,92000000,172989651,28.53,145,7.366,5029
The Last of the Mohicans,9361,40000000,75505856,17.188,112,7.39,2649
Empire of the Sun,10110,35000000,66700000,14.402,153,7.514,1664
The Boy in the Striped Pajamas,14574,12500000,20416563,61.082,94,7.844,6347
The Dirty Dozen,1654,5400000,45300000,15.242,150,7.613,1026
Kaze tachinu,149870,30000000,117932401,25.921,126,7.781,2506
Zulu,14433,1720000,8000000,11.841,138,7.389,428
The Longest Day,9289,10000000,50100000,16.215,178,7.596,809
Beasts of No Nation,283587,6000000,9077700,37.085,137,7.586,1555
Zwartboek,9075,21000000,26768563,13.116,145,7.485,991
The African Queen,488,1000000,10750000,10.927,105,7.351,799
The Breadwinner,435129,0,312381,7.941,94,7.91,714
Gongdong gyeongbi guyeok JSA,2440,12500000,0,10.262,108,7.859,561
The Caine Mutiny,10178,2000000,21750000,8.331,124,7.167,272
Joyeux Noï¿½l,13394,60000000,0,18.198,28,6.3,721
Love and Death,11686,3000000,20173742,10.625,85,7.586,752
The Thin Red Line,8741,52000000,98126565,14.072,171,7.453,2606
Mulan,10674,90000000,304320254,83.499,88,7.918,8661
Bridge of Spies,296098,40000000,165478348,14.483,141,7.227,6273
Gettysburg,10655,25000000,12700000,13.818,254,6.9,257
From Here to Eternity,11426,1650000,30500000,9.925,118,7.334,535
Where Eagles Dare,11046,7700000,21000000,14.639,155,7.548,752
Kelly's Heroes,11589,4000000,5200000,9.979,144,7.385,598
Sophie Scholl - Die letzten Tage,2117,0,0,8.963,117,7.173,373
Lifeboat,13321,1590000,0,8.273,96,7.361,367
Bloody Sunday,4107,0,773228,7.721,107,7.347,265
Fury,228150,68000000,211817906,88.43,135,7.515,10718
Legends of the Fall,4476,30000000,160638883,25.406,133,7.395,2223
The Hurt Locker,12162,15000000,49230772,19.152,131,7.253,5026
Lone Survivor,193756,40000000,149295601,24.489,121,7.429,3794
"Se, jie",4588,15000000,67091915,14.831,156,7.188,568
Enemy at the Gates,853,68000000,96976270,24.279,131,7.388,3147
The Book Thief,203833,0,76586316,10.612,131,7.483,4028
Hair,10654,11000000,15313606,10.121,121,7.289,563
The Guns of Navarone,10911,6000000,28900000,14.518,158,7.313,668
The Wind that Shakes the Barley,1116,6500000,22889018,8.611,127,7.38,640
Stalingrad,11101,0,152972,14.348,134,7.288,465
Henry V,10705,9000000,10176701,8.529,137,7.244,314
Tora! Tora! Tora!,11165,25485000,37150000,9.895,144,7.151,446
Jodhaa Akbar,14073,5800000,28700000,10.729,213,7.344,212
Wonder Woman,297762,149000000,822854286,44.389,141,7.24,18590
Malï¿½na,360360,0,0,0.6,117,5.0,3
Zero Dark Thirty,97630,40000000,132820716,19.568,157,6.98,4039
Master and Commander: The Far Side of the World,8619,150000000,212011111,16.382,138,7.113,2713
The English Patient,409,27000000,231976425,13.876,162,7.179,1853
Darkest Hour,399404,30000000,150847207,16.654,125,7.35,4638
M*A*S*H,651,3500000,81600000,13.532,116,6.995,873
Mudbound,414425,10000000,0,8.253,135,7.4,1111
Hooligans,8923,0,3154346,10.85,109,7.255,2082
A Bridge Too Far,5902,22000000,50750000,16.884,175,7.223,676
A Hidden Life,403300,9000000,4612788,10.53,174,7.154,547
Gallipoli,11646,3000000,11740000,8.326,112,7.1,396
